Class,doesHaveLink,doseHaveSpamWords,message_len,doesHavePhoneNumber
ham,0,0,178,0
spam,0,1,160,1
ham,0,0,80,0
ham,0,0,105,0
ham,0,0,42,0
ham,0,0,35,0
ham,0,0,33,0
ham,0,0,111,0
ham,0,0,144,0
ham,0,0,133,0
ham,0,0,61,0
ham,0,0,31,0
ham,0,0,80,0
ham,0,0,167,0
ham,0,0,91,0
ham,0,0,130,0
ham,0,1,113,0
ham,0,0,54,0
ham,0,0,33,0
ham,0,0,28,0
ham,0,0,99,0
ham,0,0,67,0
ham,0,0,26,0
ham,0,0,73,0
spam,0,1,184,0
spam,0,0,163,1
ham,0,0,34,0
spam,0,1,160,1
ham,0,1,116,0
ham,0,0,113,0
ham,0,0,39,0
ham,0,0,31,0
ham,0,0,26,0
ham,0,0,157,0
ham,0,0,57,0
ham,0,0,42,0
ham,0,0,157,0
ham,0,0,39,0
spam,0,0,158,0
ham,0,0,67,0
ham,0,0,39,0
spam,0,1,163,1
ham,0,0,74,0
ham,0,1,54,0
spam,1,1,125,1
ham,0,0,20,0
spam,0,0,36,1
ham,0,0,25,0
ham,0,0,29,0
ham,0,0,147,0
ham,0,0,66,0
ham,0,0,25,0
ham,0,1,92,0
ham,0,0,45,0
ham,0,0,31,0
ham,0,0,138,0
ham,0,0,81,0
ham,0,0,36,0
ham,0,0,30,0
ham,0,0,55,0
ham,0,0,32,0
ham,0,0,36,0
ham,0,0,26,0
ham,0,0,88,0
ham,0,1,104,0
ham,0,0,113,0
ham,0,1,30,0
spam,0,0,162,1
ham,0,0,61,0
ham,0,0,47,0
ham,0,0,29,0
ham,0,0,94,0
spam,0,1,51,1
ham,0,0,128,0
spam,0,1,186,1
ham,0,0,28,0
ham,0,0,72,0
spam,0,0,163,1
ham,0,0,75,0
ham,0,0,51,0
ham,0,0,31,0
ham,0,0,69,0
ham,0,0,130,0
ham,0,0,65,0
ham,0,0,29,0
spam,1,2,150,1
spam,0,3,165,1
ham,0,0,81,0
spam,0,2,154,1
spam,0,2,161,1
spam,0,0,117,0
ham,0,0,26,0
ham,0,0,88,0
ham,0,0,37,0
ham,0,0,44,0
ham,0,1,137,0
ham,0,0,28,0
ham,0,0,33,0
ham,0,0,48,0
ham,0,0,8,0
ham,0,0,26,0
ham,0,0,96,0
ham,0,0,10,0
ham,0,0,27,0
ham,0,1,132,0
spam,0,3,170,1
ham,0,0,48,0
ham,0,0,68,0
ham,0,0,51,0
ham,0,0,21,0
ham,0,0,27,0
ham,0,0,36,0
ham,0,0,28,0
ham,0,0,54,0
ham,0,0,99,0
ham,0,0,72,0
ham,0,0,28,0
ham,0,2,111,0
ham,0,0,54,0
ham,0,0,68,0
spam,0,0,163,1
ham,0,1,144,0
ham,0,0,10,0
ham,0,0,44,0
ham,0,0,70,0
ham,0,0,33,0
ham,0,0,40,0
ham,0,0,50,0
ham,0,0,39,0
spam,0,1,123,1
ham,0,0,32,0
spam,0,2,85,1
ham,0,0,39,0
ham,0,0,284,0
ham,0,0,30,0
ham,0,0,55,0
ham,0,0,69,0
spam,0,2,152,0
ham,0,0,124,0
ham,0,0,59,0
ham,0,0,95,0
spam,0,0,165,1
ham,0,0,69,0
ham,0,0,46,0
spam,0,3,161,1
ham,0,0,130,0
ham,0,0,46,0
ham,0,0,453,0
ham,0,0,105,0
ham,0,0,91,0
ham,0,0,106,0
spam,0,4,161,1
ham,0,0,27,0
ham,0,0,98,0
ham,0,0,77,0
spam,0,2,112,1
ham,1,2,161,0
ham,0,0,485,0
ham,0,0,56,0
ham,0,0,124,0
ham,0,0,34,0
ham,0,0,25,0
ham,0,0,25,0
spam,0,1,164,1
ham,0,1,41,0
ham,0,0,25,0
ham,0,0,94,0
ham,0,0,69,0
ham,0,0,194,0
ham,0,0,30,0
ham,0,0,70,0
ham,0,0,107,0
ham,0,0,99,0
ham,0,0,41,0
ham,0,0,43,0
ham,0,0,28,0
ham,0,0,27,0
ham,0,0,29,0
ham,0,0,42,0
spam,0,1,155,0
ham,0,0,57,0
ham,0,0,76,0
ham,0,0,83,0
ham,0,0,24,0
ham,0,0,151,0
ham,0,1,447,0
ham,0,0,44,0
ham,0,0,102,0
ham,0,0,37,0
ham,0,0,30,0
spam,0,1,161,1
ham,0,0,119,0
ham,0,0,27,0
ham,0,0,78,0
ham,0,0,50,0
ham,0,0,84,0
ham,0,0,118,0
spam,1,2,155,1
ham,0,0,55,0
ham,0,1,86,0
ham,0,0,44,0
ham,0,0,25,0
ham,0,0,49,0
ham,0,0,60,0
spam,0,3,161,1
ham,0,0,48,0
ham,0,1,70,0
spam,0,0,155,0
ham,0,1,29,0
ham,0,0,103,0
ham,0,0,56,0
ham,0,0,635,0
ham,0,0,238,0
ham,0,0,29,0
ham,0,0,117,0
spam,1,2,125,1
ham,0,0,48,0
ham,0,0,81,0
ham,0,0,54,0
ham,0,0,85,0
ham,0,0,31,0
ham,0,0,88,0
ham,0,0,49,0
ham,0,0,186,0
ham,0,0,25,0
ham,0,0,112,0
ham,0,0,31,0
ham,0,0,28,0
ham,0,0,26,0
ham,0,0,77,0
ham,0,0,53,0
ham,0,0,31,0
ham,0,0,47,0
ham,0,0,91,0
ham,0,0,28,0
ham,0,0,32,0
ham,0,1,42,0
ham,0,0,49,0
ham,0,0,67,0
ham,0,0,18,0
ham,0,1,129,0
ham,0,0,108,0
ham,0,0,52,0
ham,0,0,33,0
ham,0,0,26,0
ham,0,0,87,0
ham,0,0,70,0
ham,0,0,17,0
ham,0,0,71,0
ham,0,0,40,0
spam,0,1,164,1
ham,0,0,29,0
ham,0,0,87,0
ham,0,0,32,0
ham,0,0,25,0
ham,0,0,204,0
ham,0,0,140,0
spam,0,2,119,0
spam,0,1,171,1
ham,0,1,36,0
ham,0,0,104,0
ham,0,0,48,0
ham,0,1,127,0
ham,0,0,87,0
ham,0,0,45,0
ham,0,0,81,0
ham,0,0,73,0
ham,0,0,124,0
ham,0,0,84,0
ham,0,0,45,0
ham,0,0,248,0
ham,0,0,69,0
ham,0,0,142,0
spam,0,1,153,1
ham,0,0,170,0
ham,0,0,54,0
ham,0,0,58,0
ham,0,0,34,0
ham,0,0,39,0
ham,0,0,31,0
ham,0,0,309,0
ham,0,0,205,0
ham,0,0,163,0
ham,0,0,39,0
ham,0,0,23,0
ham,0,0,9,0
ham,0,0,8,0
ham,0,0,153,0
ham,0,0,77,0
ham,0,0,22,0
ham,0,0,156,0
spam,0,2,161,1
ham,0,0,48,0
ham,0,0,57,0
ham,0,0,25,0
ham,0,0,25,0
ham,0,0,70,0
ham,0,0,45,0
ham,0,0,182,0
ham,0,0,25,0
ham,0,0,85,0
ham,0,0,25,0
spam,1,2,103,1
ham,0,0,166,0
ham,0,0,49,0
ham,0,0,161,0
ham,0,0,35,0
ham,0,0,74,0
ham,0,0,37,0
ham,0,0,107,0
ham,0,0,12,0
ham,0,0,98,0
ham,0,0,32,0
ham,0,0,158,0
ham,0,0,27,0
ham,0,0,44,0
ham,0,0,109,0
ham,0,0,35,0
ham,0,0,115,0
ham,0,0,50,0
ham,0,0,31,0
ham,0,0,33,0
ham,0,0,292,0
ham,0,0,83,0
ham,0,0,73,0
spam,1,0,104,0
ham,0,0,125,0
ham,0,0,62,0
ham,0,0,61,0
ham,0,0,24,0
ham,0,0,30,0
ham,0,0,38,0
ham,0,0,34,0
spam,0,2,159,1
ham,0,0,69,0
spam,0,1,73,0
ham,0,0,68,0
ham,0,0,98,0
ham,0,0,35,0
ham,0,0,26,0
ham,0,0,39,0
ham,0,0,58,0
ham,0,0,143,0
ham,0,0,147,0
ham,0,0,33,0
ham,0,0,31,0
ham,0,0,86,0
ham,0,0,43,0
ham,0,0,35,0
ham,0,0,64,0
ham,0,0,119,0
spam,0,0,163,1
spam,0,1,156,0
ham,0,0,39,0
ham,0,0,39,0
ham,0,0,40,0
ham,0,0,57,0
ham,0,0,49,0
spam,0,0,137,1
ham,0,0,68,0
spam,0,1,134,1
ham,0,0,40,0
ham,0,0,42,0
ham,0,0,47,0
ham,0,0,85,0
ham,0,0,26,0
ham,0,0,158,0
spam,0,3,156,1
ham,0,0,156,0
ham,0,0,47,0
ham,0,0,120,0
ham,0,0,58,0
ham,0,0,129,0
spam,0,2,140,1
ham,0,0,112,0
ham,0,0,68,0
ham,0,0,19,0
ham,0,0,53,0
ham,0,0,49,0
ham,0,0,7,0
ham,0,0,38,0
ham,0,0,102,0
ham,0,0,60,0
ham,0,0,139,0
ham,0,0,59,0
ham,0,0,65,0
ham,0,0,28,0
ham,0,1,41,0
ham,0,0,49,0
spam,1,1,159,1
ham,0,0,35,0
ham,0,0,52,0
ham,0,0,246,0
ham,0,0,45,0
ham,0,0,44,0
ham,0,1,54,0
ham,0,0,84,0
spam,0,1,176,1
ham,0,0,12,0
ham,0,0,139,0
ham,0,0,12,0
ham,0,0,28,0
ham,0,0,30,0
spam,0,1,112,1
ham,0,0,48,0
ham,0,0,118,0
ham,0,0,68,0
ham,0,0,142,0
ham,0,0,31,0
spam,0,3,157,1
ham,0,0,33,0
ham,0,0,56,0
ham,0,0,62,0
ham,0,0,47,0
ham,0,0,29,0
ham,0,0,88,0
ham,0,0,26,0
ham,0,0,30,0
ham,0,0,50,0
spam,0,2,150,1
ham,0,0,52,0
ham,0,1,129,0
ham,0,0,35,0
ham,0,0,25,0
ham,0,0,110,0
ham,0,0,49,0
ham,0,0,99,0
ham,0,0,160,0
ham,0,0,53,0
ham,0,1,66,0
ham,0,0,32,0
ham,0,0,90,0
ham,0,0,30,0
ham,0,0,36,0
ham,0,0,36,0
ham,0,0,30,0
ham,0,0,29,0
ham,0,0,8,0
ham,0,0,36,0
ham,0,0,37,0
spam,0,0,133,0
spam,1,3,168,1
ham,0,0,32,0
ham,0,0,33,0
ham,0,0,143,0
ham,0,0,37,0
spam,0,2,166,1
spam,0,3,133,1
ham,0,0,120,0
ham,0,0,48,0
ham,0,1,30,0
ham,0,0,156,0
ham,0,0,44,0
ham,0,0,139,0
ham,0,0,59,0
ham,0,0,67,0
ham,0,0,53,0
spam,0,1,139,0
ham,0,1,447,0
ham,0,0,30,0
ham,0,0,109,0
ham,0,0,69,0
ham,0,0,57,0
spam,0,4,161,1
ham,0,0,91,0
ham,0,0,7,0
ham,0,0,57,0
ham,0,1,59,0
spam,1,1,156,1
ham,0,0,30,0
spam,0,2,161,1
ham,0,0,98,0
ham,0,0,98,0
ham,0,0,55,0
ham,0,0,83,0
ham,0,0,66,0
spam,0,0,28,1
ham,0,0,76,0
ham,0,0,172,0
ham,0,0,172,0
ham,0,0,60,0
ham,0,0,59,0
spam,0,3,159,1
ham,0,0,116,0
ham,0,0,53,0
spam,0,1,163,1
ham,0,0,26,0
ham,0,0,27,0
spam,0,1,121,1
ham,0,0,182,0
ham,0,0,104,0
ham,0,0,57,0
ham,0,0,99,0
ham,0,0,62,0
ham,0,0,169,0
ham,0,0,17,0
spam,0,0,138,1
ham,0,0,49,0
ham,0,0,12,0
ham,0,0,49,0
ham,0,0,87,0
ham,0,0,74,0
ham,0,0,23,0
ham,0,0,47,0
ham,0,0,49,0
ham,0,0,38,0
spam,0,2,157,1
spam,0,1,169,1
ham,0,0,31,0
ham,0,0,56,0
ham,0,0,85,0
ham,0,0,29,0
ham,0,0,51,0
ham,0,0,32,0
ham,0,0,44,0
ham,0,1,102,0
ham,0,0,58,0
ham,0,0,25,0
ham,0,0,18,0
spam,0,1,161,1
ham,0,0,122,0
ham,0,0,157,0
ham,0,0,28,0
ham,0,0,32,0
ham,0,0,32,0
ham,0,0,31,0
ham,0,1,92,0
ham,0,0,59,0
ham,0,0,56,0
ham,0,0,40,0
ham,0,0,29,0
ham,0,0,132,0
ham,0,0,72,0
ham,0,0,24,0
ham,0,1,92,0
ham,0,0,40,0
ham,0,0,42,0
ham,0,0,105,0
ham,0,0,45,0
ham,0,0,66,0
ham,0,0,53,0
ham,0,0,166,0
ham,0,0,203,0
ham,0,0,44,0
spam,0,3,158,1
ham,0,0,41,0
ham,0,0,29,0
spam,0,1,144,0
ham,0,0,32,0
ham,0,0,19,0
ham,0,0,26,0
spam,0,0,127,0
ham,0,0,49,0
ham,0,0,34,0
ham,0,0,31,0
ham,0,0,121,0
spam,1,2,127,1
ham,0,0,32,0
ham,0,0,66,0
ham,0,0,109,0
ham,0,1,124,0
ham,0,0,47,0
ham,0,0,25,0
ham,0,0,25,0
ham,0,0,119,0
ham,0,0,81,0
ham,0,0,62,0
ham,0,0,46,0
spam,0,0,134,1
ham,0,0,184,0
ham,0,0,48,0
ham,0,1,145,0
ham,0,0,35,0
ham,0,0,72,0
ham,0,0,82,0
ham,0,1,152,0
ham,0,0,66,0
ham,0,0,158,0
ham,0,0,32,0
ham,0,0,148,0
spam,0,1,36,0
ham,0,0,25,0
ham,0,0,35,0
ham,0,0,13,0
spam,0,0,161,1
ham,0,0,64,0
ham,0,0,60,0
ham,0,0,39,0
ham,0,0,55,0
ham,0,0,166,0
ham,0,0,136,0
ham,0,0,58,0
ham,0,0,60,0
ham,0,0,71,0
spam,0,0,163,0
ham,0,0,126,0
ham,0,0,114,0
spam,0,0,140,1
ham,0,0,40,0
spam,0,0,155,0
ham,0,0,77,0
ham,0,0,50,0
spam,0,2,161,1
ham,0,0,12,0
ham,0,0,152,0
ham,0,0,47,0
spam,0,1,163,1
ham,0,0,26,0
ham,0,0,29,0
ham,0,0,38,0
spam,0,2,114,1
ham,0,0,32,0
ham,0,0,134,0
ham,0,0,31,0
ham,0,0,26,0
ham,0,0,55,0
ham,0,0,56,0
ham,0,0,134,0
ham,0,0,14,0
ham,0,0,30,0
ham,0,0,91,0
ham,0,0,169,0
ham,0,0,45,0
ham,0,0,35,0
spam,0,3,160,1
ham,0,0,591,0
spam,0,0,154,1
ham,0,0,77,0
ham,0,0,42,0
ham,0,0,29,0
ham,0,0,60,0
ham,0,0,57,0
ham,0,0,97,0
ham,0,0,279,0
ham,0,0,85,0
ham,0,0,163,0
ham,0,0,154,0
ham,0,0,63,0
ham,0,0,54,0
spam,0,0,55,0
ham,0,0,141,0
ham,0,0,107,0
ham,0,0,78,0
ham,0,0,32,0
ham,0,0,145,0
ham,0,0,43,0
ham,0,0,169,0
spam,0,0,155,1
ham,0,0,133,0
ham,0,0,18,0
ham,0,1,34,0
ham,0,0,55,0
ham,0,0,237,0
ham,0,0,53,0
ham,0,0,106,0
spam,0,2,143,1
ham,0,0,28,0
spam,0,1,157,1
ham,0,0,52,0
ham,0,0,50,0
ham,0,0,30,0
ham,0,0,80,0
ham,0,0,31,0
ham,0,0,37,0
ham,0,0,25,0
ham,0,1,98,0
ham,0,0,25,0
ham,0,0,57,0
ham,0,0,70,0
ham,0,0,76,0
ham,0,0,59,0
ham,0,0,35,0
ham,0,0,28,0
spam,0,0,166,1
ham,0,0,69,0
ham,0,0,46,0
ham,0,0,124,0
ham,0,0,58,0
spam,0,1,142,1
ham,0,0,129,0
ham,0,0,30,0
ham,0,0,144,0
ham,0,0,114,0
ham,0,0,128,0
ham,0,0,9,0
ham,0,0,145,0
spam,0,2,140,1
ham,0,0,49,0
ham,0,0,35,0
ham,0,0,92,0
ham,0,0,67,0
spam,0,1,151,0
ham,0,0,80,0
ham,0,0,50,0
ham,0,0,45,0
ham,0,0,32,0
ham,0,0,40,0
ham,0,0,89,0
ham,0,0,50,0
ham,0,0,36,0
ham,0,0,26,0
ham,0,0,70,0
ham,0,0,35,0
ham,0,0,34,0
ham,0,0,28,0
ham,0,0,14,0
ham,0,0,132,0
ham,0,0,36,0
ham,0,0,33,0
ham,0,0,186,0
ham,0,0,159,0
ham,0,0,50,0
ham,0,0,35,0
ham,0,0,140,0
ham,0,0,104,0
ham,0,0,62,0
ham,0,0,46,0
spam,0,1,51,1
ham,0,0,98,0
ham,0,0,145,0
ham,0,1,41,0
spam,0,2,103,1
ham,0,0,330,0
ham,0,0,32,0
ham,0,0,39,0
ham,0,0,90,0
ham,0,0,38,0
ham,0,0,65,0
ham,0,0,35,0
ham,0,0,27,0
spam,0,3,123,1
ham,0,0,115,0
ham,0,0,60,0
ham,0,0,29,0
ham,0,0,113,0
spam,0,2,150,1
ham,0,0,150,0
ham,0,0,35,0
ham,0,0,154,0
ham,0,0,47,0
ham,0,0,33,0
spam,0,0,138,0
ham,0,0,97,0
ham,0,0,31,0
ham,0,0,167,0
ham,0,0,41,0
ham,0,0,49,0
ham,0,0,26,0
ham,0,0,319,0
ham,0,0,68,0
ham,0,0,27,0
ham,0,1,45,0
ham,0,0,48,0
ham,0,0,57,0
ham,0,0,29,0
ham,0,0,63,0
spam,0,1,162,1
ham,0,0,144,0
ham,0,1,156,0
ham,0,0,38,0
ham,0,0,35,0
ham,0,0,146,0
ham,0,0,63,0
spam,0,2,110,1
ham,0,0,99,0
ham,0,0,33,0
spam,0,2,150,1
ham,0,0,129,0
spam,0,0,125,1
ham,0,0,44,0
ham,0,0,33,0
ham,0,0,160,0
ham,0,1,74,0
ham,0,0,115,0
ham,0,0,46,0
ham,0,0,17,0
ham,0,0,52,0
ham,0,0,50,0
spam,0,2,137,0
ham,0,0,45,0
ham,0,0,29,0
spam,0,2,114,1
ham,0,0,26,0
ham,0,0,33,0
ham,0,0,111,0
spam,0,1,167,1
spam,0,0,113,1
ham,0,0,122,0
ham,0,0,40,0
ham,0,0,78,0
spam,0,3,155,1
ham,0,0,49,0
ham,0,0,54,0
ham,0,0,464,0
ham,0,0,130,0
ham,0,1,47,0
ham,0,0,37,0
ham,0,0,75,0
ham,0,0,33,0
ham,0,0,30,0
ham,0,0,51,0
ham,0,0,93,0
ham,0,0,55,0
ham,0,0,50,0
ham,0,0,25,0
ham,0,0,44,0
ham,0,0,40,0
ham,0,1,176,0
ham,0,0,98,0
ham,0,0,72,0
ham,0,0,30,0
ham,0,0,50,0
ham,0,0,96,0
ham,0,0,35,0
ham,0,0,51,0
ham,0,0,66,0
ham,0,0,78,0
ham,0,0,298,0
ham,0,0,42,0
ham,0,0,123,0
ham,0,0,46,0
ham,0,0,172,0
ham,0,0,104,0
ham,0,0,35,0
ham,0,0,153,0
ham,0,0,43,0
ham,0,0,88,0
ham,0,0,5,0
ham,0,0,138,0
ham,0,0,52,0
ham,0,0,35,0
ham,0,0,32,0
spam,0,2,156,1
ham,0,0,27,0
ham,0,0,77,0
spam,1,0,144,0
ham,0,1,245,0
ham,0,0,43,0
ham,0,0,69,0
ham,0,0,28,0
spam,0,2,150,1
ham,0,0,29,0
ham,0,0,30,0
spam,0,1,124,1
ham,0,0,26,0
ham,0,0,41,0
ham,0,0,37,0
ham,0,0,58,0
ham,0,0,49,0
ham,0,0,25,0
ham,0,0,45,0
ham,0,1,38,0
ham,0,0,56,0
ham,0,1,115,0
ham,0,0,42,0
ham,0,0,41,0
ham,0,0,132,0
ham,0,0,70,0
ham,0,1,150,0
ham,0,0,64,0
ham,0,0,41,0
ham,0,0,85,0
ham,0,0,18,0
ham,0,0,156,0
ham,0,0,45,0
ham,0,0,158,0
ham,0,0,53,0
ham,0,0,55,0
spam,0,3,143,0
ham,0,0,57,0
ham,0,0,52,0
ham,0,0,70,0
ham,0,0,142,0
ham,0,0,113,0
ham,0,0,40,0
ham,0,0,43,0
ham,0,1,28,0
ham,0,0,116,0
ham,0,0,31,0
ham,0,0,51,0
ham,0,0,61,0
ham,0,0,69,0
ham,0,0,29,0
ham,0,1,300,0
ham,0,0,151,0
ham,0,0,152,0
ham,0,0,157,0
spam,0,0,115,1
ham,0,0,82,0
ham,0,0,38,0
ham,0,0,34,0
ham,0,0,73,0
ham,0,0,36,0
ham,0,0,38,0
ham,0,0,26,0
ham,0,0,79,0
ham,0,0,27,0
ham,0,0,44,0
ham,0,0,51,0
spam,0,5,146,1
ham,0,0,62,0
ham,0,0,56,0
spam,0,1,142,0
ham,0,0,22,0
ham,0,0,54,0
ham,0,0,125,0
ham,0,0,56,0
ham,0,0,25,0
spam,0,0,159,1
ham,0,0,158,0
ham,0,0,28,0
ham,0,0,42,0
ham,0,0,122,0
ham,0,0,107,0
ham,0,0,48,0
ham,0,0,21,0
ham,0,0,22,0
spam,0,3,147,0
ham,0,0,33,0
ham,0,0,94,0
ham,0,0,159,0
ham,0,1,48,0
ham,0,0,45,0
ham,0,0,121,0
ham,0,0,116,0
ham,0,0,144,0
ham,0,0,41,0
ham,0,0,46,0
ham,0,0,32,0
spam,0,0,148,1
ham,0,0,64,0
spam,0,1,163,1
ham,0,0,8,0
ham,0,0,36,0
ham,0,0,44,0
ham,0,0,63,0
ham,0,0,47,0
ham,0,0,35,0
ham,0,0,90,0
ham,0,0,69,0
spam,0,4,155,1
ham,0,0,151,0
ham,0,0,59,0
spam,0,0,104,1
ham,0,0,151,0
ham,0,0,58,0
ham,0,0,38,0
ham,0,0,34,0
ham,0,0,41,0
ham,0,0,62,0
spam,1,0,117,0
ham,0,0,30,0
spam,0,1,162,1
ham,0,0,58,0
ham,0,0,33,0
ham,0,0,36,0
ham,0,0,95,0
ham,0,0,62,0
ham,0,0,163,0
ham,0,0,133,0
ham,0,0,115,0
ham,0,0,55,0
ham,0,0,68,0
ham,0,0,62,0
ham,0,0,26,0
spam,0,3,156,1
ham,0,0,44,0
ham,0,0,140,0
spam,0,2,151,1
ham,0,0,38,0
ham,0,0,72,0
ham,0,1,71,0
ham,0,0,71,0
ham,0,0,52,0
ham,0,0,99,0
ham,0,0,49,0
ham,0,0,50,0
ham,0,0,53,0
ham,0,0,31,0
ham,0,0,113,0
ham,0,0,100,0
ham,0,0,49,0
ham,0,0,93,0
ham,0,0,16,0
ham,0,0,44,0
ham,0,0,68,0
ham,0,0,137,0
ham,0,0,148,0
ham,0,0,134,0
ham,0,0,36,0
ham,0,0,17,0
ham,0,0,108,0
ham,0,0,45,0
spam,0,4,162,1
ham,0,0,43,0
ham,0,0,50,0
ham,0,0,83,0
ham,0,0,75,0
spam,0,1,160,1
ham,0,0,153,0
ham,0,0,36,0
ham,0,0,36,0
ham,0,0,35,0
ham,0,0,284,0
ham,0,0,47,0
spam,0,3,139,1
spam,0,1,145,1
ham,0,0,105,0
ham,0,0,37,0
ham,0,0,76,0
ham,0,0,152,0
ham,0,0,23,0
ham,0,0,25,0
ham,0,1,95,0
ham,0,0,89,0
ham,0,0,31,0
ham,0,0,43,0
ham,0,0,136,0
ham,0,0,50,0
ham,0,0,69,0
ham,0,0,66,0
ham,0,0,150,0
ham,0,0,50,0
ham,0,0,154,0
ham,0,0,40,0
ham,0,0,44,0
ham,0,0,35,0
ham,0,0,27,0
ham,0,0,32,0
ham,0,0,53,0
ham,0,0,38,0
ham,0,0,41,0
ham,0,0,44,0
ham,0,0,121,0
ham,0,0,60,0
ham,0,0,118,0
spam,0,2,160,1
ham,0,0,54,0
ham,0,0,85,0
ham,0,0,32,0
ham,0,0,26,0
ham,0,0,75,0
spam,0,1,176,1
ham,0,0,75,0
ham,0,0,36,0
ham,0,0,114,0
ham,0,0,37,0
ham,0,0,89,0
spam,0,0,53,1
ham,0,1,124,0
ham,0,0,64,0
ham,0,0,17,0
ham,0,0,123,0
ham,0,0,81,0
ham,0,0,53,0
ham,0,0,30,0
ham,0,1,447,0
ham,0,0,82,0
ham,0,1,87,0
ham,0,0,65,0
ham,0,0,36,0
ham,0,0,71,0
ham,0,0,110,0
ham,0,0,40,0
ham,0,0,135,0
spam,0,2,142,1
spam,0,1,108,1
ham,0,0,72,0
ham,0,0,88,0
ham,0,0,41,0
ham,0,0,117,0
ham,0,0,154,0
ham,0,1,83,0
ham,0,0,83,0
spam,0,1,160,1
spam,0,2,137,0
ham,0,1,161,0
ham,0,0,38,0
spam,0,1,43,0
ham,0,0,168,0
ham,0,0,45,0
ham,0,0,156,0
ham,0,1,323,0
ham,0,1,96,0
ham,0,0,151,0
ham,0,0,53,0
ham,0,0,75,0
ham,0,0,58,0
ham,0,0,161,0
ham,0,0,57,0
ham,0,0,116,0
ham,0,0,73,0
spam,1,4,149,1
ham,0,0,80,0
ham,0,0,75,0
ham,0,0,36,0
ham,0,0,35,0
ham,0,1,94,0
ham,0,0,25,0
ham,0,0,151,0
ham,0,0,148,0
ham,0,0,129,0
ham,0,0,31,0
ham,0,0,55,0
ham,0,0,39,0
ham,0,0,129,0
ham,0,0,50,0
ham,0,0,30,0
ham,0,0,44,0
ham,0,0,132,0
spam,0,1,143,1
ham,0,0,86,0
ham,0,0,44,0
ham,0,0,31,0
ham,0,0,37,0
ham,0,0,42,0
ham,0,0,57,0
