Class,doesHaveLink,doseHaveSpamWords,message_len,doesHavePhoneNumber
ham,0,0,93,0
ham,0,0,38,0
ham,0,0,37,0
ham,0,0,94,0
ham,0,0,55,0
ham,0,0,48,0
ham,0,0,57,0
ham,0,1,80,0
ham,0,0,25,0
ham,0,0,25,0
ham,0,0,371,0
ham,0,0,31,0
ham,0,0,85,0
ham,0,0,58,0
ham,0,0,71,0
ham,0,0,32,0
ham,0,0,118,0
ham,0,0,70,0
ham,0,0,99,0
spam,0,0,81,1
ham,0,0,28,0
ham,0,0,107,0
ham,0,0,47,0
ham,0,0,21,0
ham,0,1,50,0
ham,0,0,25,0
ham,0,0,34,0
ham,0,1,42,0
ham,0,0,43,0
ham,0,0,72,0
ham,0,0,82,0
ham,0,0,120,0
ham,0,0,41,0
ham,0,0,68,0
ham,0,0,26,0
ham,0,0,6,0
ham,0,0,154,0
ham,0,1,61,0
ham,0,0,27,0
ham,0,0,34,0
ham,0,0,36,0
spam,0,1,153,1
ham,0,0,57,0
ham,0,0,63,0
spam,0,1,163,1
ham,0,0,12,0
ham,0,0,74,0
ham,0,0,31,0
ham,0,0,44,0
ham,0,0,32,0
spam,0,2,84,1
ham,0,0,37,0
ham,0,0,34,0
ham,0,0,14,0
ham,0,0,132,0
ham,0,0,14,0
spam,0,2,130,1
ham,0,0,31,0
ham,0,0,50,0
ham,0,0,62,0
spam,0,1,156,1
ham,0,0,34,0
ham,0,0,146,0
ham,0,0,47,0
ham,0,0,68,0
ham,0,0,25,0
ham,0,0,87,0
ham,0,0,163,0
spam,0,1,160,1
ham,0,0,123,0
ham,0,0,134,0
ham,0,0,43,0
ham,0,0,55,0
ham,0,0,37,0
ham,0,0,26,0
ham,0,0,32,0
ham,0,0,51,0
ham,0,0,41,0
spam,0,2,139,0
spam,0,1,160,1
spam,0,1,156,1
spam,0,1,67,0
spam,0,2,163,1
spam,0,1,161,0
spam,0,2,164,1
ham,0,0,34,0
ham,0,0,89,0
ham,0,0,37,0
ham,0,0,61,0
ham,0,1,196,0
ham,0,0,37,0
ham,0,0,127,0
spam,0,1,109,1
ham,0,0,155,0
ham,0,0,68,0
ham,0,0,108,0
ham,0,1,54,0
ham,0,0,32,0
ham,0,0,28,0
ham,0,0,81,0
ham,0,0,33,0
spam,0,1,142,1
spam,1,1,156,0
ham,0,0,138,0
ham,0,0,47,0
ham,0,0,94,0
ham,0,0,145,0
ham,0,0,52,0
ham,0,0,57,0
ham,0,0,22,0
ham,0,0,37,0
ham,0,0,110,0
ham,0,0,27,0
ham,0,0,277,0
ham,0,0,121,0
ham,0,0,161,0
ham,0,0,31,0
ham,0,0,130,0
ham,0,0,55,0
spam,0,0,156,1
ham,0,0,134,0
ham,0,0,158,0
spam,1,1,104,1
ham,0,0,76,0
ham,0,0,11,0
ham,0,0,60,0
ham,0,0,109,0
spam,0,4,160,1
ham,0,1,59,0
ham,0,0,52,0
ham,0,0,30,0
ham,0,0,179,0
ham,0,0,95,0
ham,0,0,34,0
ham,0,0,41,0
ham,0,0,159,0
ham,0,0,69,0
ham,0,0,183,0
ham,0,0,66,0
ham,0,0,62,0
ham,0,0,28,0
ham,0,0,27,0
spam,0,3,151,1
ham,0,0,152,0
ham,0,1,168,0
ham,0,0,66,0
ham,0,0,35,0
ham,0,0,32,0
ham,0,0,38,0
ham,0,0,25,0
ham,0,0,108,0
ham,0,0,6,0
ham,0,0,129,0
ham,0,1,34,0
spam,0,1,143,1
spam,0,3,164,1
ham,0,0,78,0
ham,0,0,124,0
ham,0,0,78,0
ham,0,0,98,0
spam,0,0,159,0
ham,0,0,117,0
ham,0,0,29,0
ham,0,0,51,0
ham,0,0,28,0
ham,0,0,41,0
ham,0,0,10,0
ham,0,0,130,0
ham,0,0,192,0
ham,0,0,128,0
ham,0,0,58,0
ham,0,0,41,0
ham,0,0,32,0
ham,0,0,49,0
ham,0,0,65,0
ham,0,0,35,0
ham,0,0,197,0
ham,0,0,290,0
ham,0,0,40,0
ham,0,0,45,0
ham,0,0,73,0
ham,0,0,80,0
ham,0,0,118,0
ham,0,0,18,0
ham,0,0,52,0
ham,0,0,56,0
ham,0,0,163,0
ham,0,0,36,0
spam,0,3,153,1
spam,0,0,160,0
ham,0,0,90,0
ham,0,0,39,0
ham,0,2,137,0
ham,0,0,25,0
ham,0,0,29,0
ham,0,0,27,0
ham,0,0,100,0
ham,0,0,156,0
ham,0,0,142,0
ham,0,0,48,0
ham,0,0,72,0
ham,0,0,43,0
ham,0,0,33,0
ham,0,1,43,0
ham,0,0,87,0
ham,0,0,28,0
ham,0,1,143,0
spam,0,0,155,1
ham,0,0,128,0
ham,0,0,88,0
ham,0,0,72,0
ham,0,0,26,0
ham,0,0,28,0
ham,0,0,27,0
ham,0,0,33,0
spam,0,0,165,1
ham,0,0,31,0
ham,0,0,46,0
ham,0,0,42,0
spam,0,4,160,1
ham,0,0,86,0
spam,0,1,71,1
ham,0,0,76,0
spam,0,0,136,1
ham,0,0,50,0
ham,0,1,325,0
ham,0,0,62,0
spam,1,2,137,1
ham,0,0,45,0
ham,0,0,34,0
spam,0,1,148,1
ham,0,0,33,0
ham,0,0,39,0
spam,0,3,152,0
ham,0,0,32,0
ham,0,0,62,0
ham,0,0,157,0
ham,0,0,50,0
ham,0,0,90,0
ham,0,0,129,0
ham,0,1,131,0
ham,0,0,15,0
ham,0,0,56,0
ham,0,0,44,0
spam,0,1,146,1
ham,0,0,179,0
spam,0,4,158,1
ham,0,0,102,0
ham,0,0,75,0
ham,0,1,126,0
ham,0,0,72,0
ham,0,0,42,0
ham,0,0,20,0
ham,0,0,25,0
spam,0,2,160,1
ham,0,0,51,0
ham,0,0,41,0
spam,0,4,118,1
ham,0,0,33,0
ham,0,0,41,0
ham,0,0,28,0
ham,0,0,31,0
ham,0,0,49,0
ham,0,0,75,0
ham,0,0,44,0
ham,0,0,34,0
ham,0,0,62,0
ham,0,0,31,0
ham,0,0,33,0
ham,0,0,134,0
ham,0,0,58,0
ham,0,0,35,0
ham,0,0,141,0
ham,0,0,128,0
ham,0,0,16,0
ham,0,0,84,0
ham,0,0,158,0
ham,0,1,77,0
ham,0,0,37,0
spam,0,1,169,1
ham,0,1,87,0
ham,0,0,193,0
ham,0,0,45,0
ham,0,0,40,0
ham,0,1,41,0
ham,0,1,90,0
ham,0,0,46,0
ham,0,0,76,0
ham,0,0,68,0
ham,0,0,39,0
spam,0,3,160,1
ham,0,0,41,0
ham,0,0,30,0
ham,0,0,24,0
ham,0,0,76,0
ham,0,0,194,0
ham,0,0,107,0
ham,0,0,37,0
spam,0,1,155,1
ham,0,0,34,0
ham,0,0,157,0
spam,0,1,159,0
ham,0,0,101,0
ham,0,0,110,0
ham,0,0,30,0
spam,0,2,159,1
ham,0,0,62,0
ham,0,0,60,0
ham,0,0,139,0
ham,0,0,59,0
ham,0,0,80,0
ham,0,0,47,0
ham,0,0,49,0
ham,0,0,56,0
ham,0,0,35,0
ham,0,0,34,0
ham,0,0,58,0
ham,0,0,43,0
ham,0,0,54,0
ham,0,0,42,0
ham,0,0,46,0
ham,0,0,38,0
ham,0,0,136,0
ham,0,0,163,0
ham,0,0,51,0
ham,0,0,40,0
ham,0,1,172,0
ham,0,0,138,0
ham,0,0,36,0
ham,0,0,55,0
ham,0,0,32,0
ham,0,0,32,0
ham,0,0,106,0
ham,0,0,58,0
spam,0,2,153,1
ham,0,0,27,0
ham,0,0,57,0
ham,0,0,46,0
spam,0,2,182,1
ham,0,0,26,0
ham,0,1,54,0
ham,0,0,43,0
ham,0,1,158,0
ham,0,0,86,0
ham,0,0,29,0
ham,0,0,41,0
ham,0,0,85,0
ham,0,0,41,0
ham,0,0,29,0
ham,0,0,28,0
ham,0,0,27,0
ham,0,0,61,0
ham,0,0,49,0
ham,0,1,93,0
ham,0,0,131,0
ham,0,0,73,0
ham,0,0,33,0
spam,0,2,162,0
ham,0,0,47,0
ham,0,0,72,0
ham,0,0,45,0
ham,0,0,24,0
ham,0,0,161,0
ham,0,0,130,0
ham,0,0,42,0
ham,0,0,50,0
ham,0,0,68,0
ham,0,0,39,0
spam,0,3,117,1
ham,0,0,39,0
ham,0,0,40,0
ham,0,0,34,0
ham,0,0,21,0
ham,0,0,89,0
ham,0,0,162,0
ham,0,0,95,0
ham,0,0,42,0
ham,0,0,31,0
ham,0,0,69,0
spam,0,2,200,1
ham,0,0,38,0
ham,0,0,40,0
ham,0,0,41,0
ham,0,0,37,0
spam,0,1,159,1
ham,0,0,37,0
ham,0,0,33,0
ham,0,1,48,0
ham,0,0,140,0
ham,0,0,27,0
ham,0,0,54,0
ham,0,0,296,0
ham,0,0,31,0
ham,0,0,40,0
ham,0,0,36,0
ham,0,0,36,0
ham,0,0,52,0
ham,0,0,266,0
ham,0,0,53,0
ham,0,0,29,0
ham,0,0,42,0
spam,0,0,16,0
ham,0,0,61,0
ham,0,0,65,0
ham,0,0,73,0
ham,0,0,53,0
ham,0,0,41,0
ham,0,0,65,0
ham,0,0,155,0
spam,0,0,150,1
ham,0,0,161,0
ham,0,0,48,0
ham,0,0,25,0
ham,0,0,29,0
spam,1,1,104,1
ham,0,0,50,0
ham,0,0,51,0
spam,0,2,112,1
ham,0,0,51,0
ham,0,1,167,0
ham,0,0,33,0
ham,0,0,113,0
spam,1,3,161,1
ham,0,0,37,0
ham,0,0,68,0
spam,0,2,140,1
ham,0,0,26,0
ham,0,0,38,0
ham,0,0,25,0
ham,0,1,99,0
ham,0,0,78,0
ham,0,0,84,0
ham,0,0,40,0
ham,0,0,74,0
ham,0,0,24,0
ham,0,1,129,0
ham,0,1,28,0
spam,0,2,162,1
ham,0,0,305,0
spam,0,1,89,1
ham,0,0,26,0
ham,0,0,201,0
ham,0,0,35,0
ham,0,0,33,0
ham,0,0,42,0
ham,0,0,101,0
ham,0,0,17,0
ham,0,0,30,0
spam,1,2,158,0
ham,0,0,73,0
ham,0,0,160,0
spam,0,0,159,1
ham,0,0,57,0
ham,0,1,42,0
ham,0,0,80,0
ham,0,0,48,0
ham,0,0,147,0
ham,0,0,183,0
ham,0,0,172,0
ham,0,0,64,0
spam,0,4,161,1
ham,0,0,42,0
ham,0,0,44,0
ham,0,0,77,0
ham,0,0,207,0
ham,0,0,91,0
spam,0,4,162,1
ham,0,0,77,0
ham,0,0,40,0
ham,0,0,42,0
ham,0,1,38,0
ham,0,0,46,0
ham,0,0,45,0
ham,0,0,40,0
ham,0,0,33,0
ham,0,0,85,0
ham,0,0,35,0
ham,0,0,31,0
spam,0,2,123,1
ham,0,0,58,0
ham,0,0,70,0
ham,0,0,247,0
ham,0,0,27,0
ham,0,1,162,0
ham,0,1,162,0
ham,0,0,73,0
ham,0,0,60,0
spam,1,0,165,1
ham,0,0,142,0
ham,0,0,43,0
ham,0,0,89,0
ham,0,1,119,0
ham,0,0,6,0
ham,0,0,56,0
ham,0,0,45,0
ham,0,0,57,0
ham,0,0,36,0
ham,0,0,33,0
ham,0,0,73,0
ham,0,0,97,0
ham,0,0,65,0
ham,0,0,75,0
ham,0,0,145,0
ham,0,0,88,0
ham,0,0,69,0
ham,0,0,35,0
ham,0,0,58,0
spam,0,0,165,1
ham,0,0,61,0
ham,0,0,19,0
ham,0,0,74,0
ham,0,0,41,0
ham,0,0,47,0
ham,0,0,80,0
ham,0,0,151,0
spam,0,2,155,0
ham,0,0,35,0
ham,0,0,88,0
ham,0,0,25,0
spam,0,2,142,0
ham,0,0,41,0
spam,1,2,112,1
ham,0,0,35,0
spam,0,1,110,0
ham,0,0,201,0
ham,0,0,107,0
ham,0,0,47,0
ham,0,0,45,0
ham,0,0,64,0
ham,0,0,46,0
ham,0,0,49,0
ham,0,0,79,0
ham,0,0,64,0
ham,0,0,79,0
ham,0,1,49,0
ham,0,0,64,0
ham,0,1,25,0
ham,0,0,53,0
ham,0,0,47,0
ham,0,0,260,0
ham,0,0,162,0
ham,0,0,61,0
ham,0,0,80,0
ham,0,0,99,0
spam,1,0,99,1
ham,0,0,32,0
ham,0,0,66,0
ham,0,0,56,0
ham,0,0,37,0
ham,0,0,36,0
spam,0,0,154,1
ham,0,0,68,0
spam,0,3,154,1
ham,0,0,33,0
spam,0,1,156,1
ham,0,0,22,0
spam,0,1,124,1
ham,0,0,39,0
ham,0,0,43,0
ham,0,0,66,0
ham,0,0,7,0
ham,0,0,53,0
ham,0,0,31,0
ham,0,0,60,0
spam,0,0,131,1
spam,0,2,148,1
ham,0,0,35,0
ham,0,0,41,0
ham,0,0,89,0
ham,0,0,40,0
ham,0,0,119,0
ham,0,0,80,0
spam,0,0,89,0
ham,0,0,20,0
ham,0,0,159,0
ham,0,1,41,0
ham,0,0,16,0
ham,0,0,91,0
ham,0,0,67,0
ham,0,0,208,0
spam,0,2,161,0
ham,0,0,117,0
ham,0,0,81,0
ham,0,0,124,0
ham,0,0,28,0
ham,0,0,49,0
ham,0,0,31,0
ham,0,0,129,0
ham,0,0,49,0
ham,0,0,26,0
ham,0,0,87,0
ham,0,0,75,0
ham,0,0,33,0
ham,0,0,25,0
ham,0,0,51,0
ham,0,0,27,0
ham,0,0,49,0
ham,0,0,89,0
ham,0,0,161,0
ham,0,0,34,0
ham,0,0,28,0
spam,0,4,105,0
ham,0,0,38,0
ham,0,0,109,0
ham,0,0,51,0
ham,0,0,63,0
ham,0,0,100,0
ham,0,0,39,0
ham,0,0,74,0
ham,0,0,86,0
ham,0,1,156,0
ham,0,0,41,0
ham,0,0,85,0
spam,0,1,117,0
ham,0,1,97,0
ham,0,0,55,0
ham,0,0,87,0
ham,0,0,36,0
ham,0,0,45,0
ham,0,0,27,0
ham,0,0,57,0
ham,0,0,26,0
spam,0,1,141,1
ham,0,1,48,0
ham,0,0,40,0
ham,0,0,31,0
ham,0,0,47,0
spam,0,3,138,1
ham,0,0,76,0
ham,0,1,205,0
ham,0,0,143,0
spam,0,0,149,1
ham,0,0,16,0
ham,0,0,32,0
ham,0,0,56,0
ham,0,0,135,0
ham,0,0,38,0
spam,0,1,163,1
ham,0,0,99,0
ham,0,0,76,0
spam,0,0,21,1
ham,0,0,58,0
ham,0,0,63,0
ham,0,0,86,0
ham,0,0,114,0
ham,0,0,43,0
ham,0,0,144,0
spam,0,1,66,0
ham,0,0,107,0
ham,0,0,136,0
spam,0,0,140,0
ham,0,0,29,0
ham,0,0,56,0
ham,0,0,73,0
ham,0,0,70,0
ham,0,0,25,0
ham,0,0,66,0
spam,0,0,98,1
spam,0,4,146,1
ham,0,0,36,0
spam,0,3,162,1
ham,0,1,77,0
ham,0,0,63,0
ham,0,0,147,0
ham,0,0,223,0
ham,0,0,58,0
ham,0,0,130,0
ham,0,0,30,0
ham,0,1,165,0
ham,0,0,115,0
spam,0,3,164,1
spam,0,2,152,0
ham,0,0,33,0
ham,0,0,6,0
ham,0,1,64,0
spam,0,1,76,0
ham,0,0,42,0
ham,0,0,106,0
ham,0,0,51,0
spam,0,0,162,1
ham,0,0,37,0
ham,0,0,40,0
ham,0,0,92,0
ham,0,0,34,0
ham,0,0,25,0
ham,0,0,39,0
ham,0,0,26,0
ham,0,0,48,0
ham,0,0,45,0
ham,0,0,43,0
ham,0,1,31,0
ham,0,0,87,0
ham,0,0,55,0
ham,0,0,81,0
ham,0,1,57,0
spam,0,2,162,1
ham,0,0,26,0
ham,0,0,96,0
ham,0,0,27,0
ham,0,1,54,0
ham,0,0,25,0
spam,0,2,152,0
ham,0,0,26,0
ham,0,0,68,0
ham,0,0,24,0
ham,0,0,32,0
spam,0,3,50,0
spam,0,1,159,1
ham,0,0,69,0
ham,0,0,35,0
ham,0,0,37,0
ham,0,0,156,0
ham,0,0,26,0
ham,0,0,35,0
ham,0,0,72,0
ham,0,0,183,0
ham,0,0,258,0
ham,0,1,34,0
ham,0,0,62,0
spam,0,3,159,1
spam,0,1,162,1
ham,0,1,141,0
ham,0,0,70,0
ham,0,0,40,0
ham,0,0,125,0
ham,0,0,32,0
ham,0,0,100,0
spam,0,1,152,1
spam,0,0,144,0
ham,0,0,79,0
ham,0,0,87,0
ham,0,0,59,0
spam,0,0,109,1
ham,0,0,39,0
ham,0,0,87,0
ham,0,0,131,0
spam,0,1,117,1
ham,0,0,99,0
ham,0,0,38,0
ham,0,0,49,0
ham,0,0,279,0
ham,0,0,28,0
ham,0,0,49,0
ham,0,0,156,0
ham,0,0,77,0
spam,0,1,157,0
ham,0,0,30,0
spam,0,1,151,1
ham,0,0,66,0
ham,0,0,150,0
spam,0,4,138,1
ham,0,0,157,0
ham,0,0,73,0
ham,0,0,166,0
ham,0,0,27,0
ham,0,0,88,0
ham,0,0,52,0
ham,0,0,29,0
ham,0,0,51,0
ham,0,0,38,0
ham,0,0,27,0
spam,0,3,170,1
ham,0,0,52,0
spam,0,1,135,1
ham,0,0,51,0
ham,0,0,83,0
ham,0,0,42,0
spam,0,0,125,1
ham,0,0,32,0
ham,0,0,35,0
ham,0,0,78,0
spam,0,2,144,1
ham,0,0,28,0
ham,0,0,63,0
ham,0,0,157,0
ham,0,0,233,0
ham,0,0,30,0
ham,0,0,97,0
ham,0,0,90,0
ham,0,0,119,0
ham,0,0,129,0
ham,0,0,31,0
ham,0,0,163,0
ham,0,0,63,0
ham,0,0,156,0
ham,0,0,58,0
spam,0,0,160,1
ham,0,0,25,0
ham,0,0,45,0
ham,0,0,39,0
ham,0,0,37,0
ham,0,0,159,0
ham,0,0,150,0
spam,0,2,155,0
ham,0,0,58,0
ham,0,0,57,0
ham,0,0,37,0
ham,0,0,25,0
ham,0,0,114,0
ham,0,0,163,0
ham,0,0,92,1
ham,0,0,156,0
ham,0,0,70,0
spam,0,0,149,0
ham,0,0,51,0
ham,0,0,60,0
ham,0,0,164,0
ham,0,1,142,0
spam,0,0,163,0
ham,0,0,161,0
ham,0,0,93,0
ham,0,0,32,0
ham,0,0,25,0
spam,0,1,164,1
ham,0,0,41,0
spam,0,3,147,1
ham,0,0,95,0
ham,0,1,87,0
ham,0,0,77,0
ham,0,0,43,0
ham,0,0,66,0
spam,0,0,157,1
ham,0,0,137,0
ham,0,0,38,0
ham,0,0,38,0
spam,1,1,115,0
ham,0,0,57,0
ham,0,0,30,0
spam,0,0,160,1
ham,0,0,114,0
ham,0,0,160,0
ham,0,0,127,0
ham,0,0,25,0
ham,0,0,80,0
ham,0,0,40,0
ham,0,0,74,0
ham,0,0,77,0
ham,0,0,31,0
ham,0,0,37,0
ham,0,0,38,0
ham,0,0,70,0
ham,0,0,44,0
spam,0,1,147,1
ham,0,0,36,0
ham,0,1,86,0
ham,0,0,41,0
ham,0,0,64,0
ham,0,0,35,0
ham,0,0,65,0
ham,0,0,82,0
ham,0,0,25,0
ham,0,0,161,0
ham,0,0,40,0
ham,0,0,26,0
ham,0,0,46,0
spam,0,0,152,1
ham,0,0,111,0
spam,1,3,161,1
spam,1,2,158,0
spam,0,1,151,0
ham,0,0,26,0
ham,0,0,84,0
ham,0,0,157,0
ham,0,0,88,0
ham,0,0,57,0
spam,1,0,160,0
ham,0,0,25,0
ham,0,0,37,0
ham,0,0,72,0
ham,0,0,77,0
ham,0,1,105,0
ham,0,0,25,0
spam,0,1,75,1
ham,0,0,35,0
ham,0,0,80,0
ham,0,0,29,0
ham,0,0,32,0
ham,0,0,55,0
ham,0,0,63,0
ham,0,0,47,0
ham,0,0,80,0
ham,0,0,266,0
ham,0,0,68,0
ham,0,0,34,0
ham,0,0,76,0
ham,0,0,133,0
ham,0,0,134,0
ham,0,0,34,0
ham,0,0,27,0
ham,0,0,74,0
ham,0,0,26,0
ham,0,0,82,0
ham,0,0,27,0
ham,0,0,100,0
ham,0,0,74,0
spam,0,3,160,0
spam,1,2,163,1
ham,0,0,41,0
ham,0,0,47,0
ham,0,0,91,0
ham,0,0,158,0
ham,0,0,39,0
spam,0,1,138,0
ham,0,0,10,0
ham,0,1,74,0
ham,0,0,30,0
ham,0,0,52,0
spam,0,1,108,1
spam,0,1,77,0
ham,0,0,49,0
ham,0,0,26,0
ham,0,0,186,0
ham,0,1,121,0
ham,0,0,95,0
ham,0,0,41,0
spam,0,1,160,0
ham,0,0,90,0
spam,1,0,155,0
ham,0,0,32,0
ham,0,0,157,0
ham,0,0,48,0
ham,0,0,27,0
ham,0,0,72,0
ham,0,0,144,0
ham,0,0,117,0
ham,0,0,135,0
ham,0,0,88,0
ham,0,0,78,0
ham,0,0,35,0
ham,0,0,40,0
ham,0,0,125,0
spam,1,2,139,1
ham,0,0,22,0
ham,0,0,109,0
ham,0,0,70,0
ham,0,0,54,0
ham,0,0,43,0
ham,0,0,43,0
ham,0,0,31,0
spam,1,1,166,0
spam,0,2,161,1
ham,0,0,155,0
ham,0,0,20,0
ham,0,0,141,0
ham,0,0,63,0
ham,0,0,31,0
ham,0,0,145,0
ham,0,0,142,0
ham,0,0,83,0
ham,0,0,37,0
ham,0,0,293,0
ham,0,0,28,0
ham,0,0,8,0
ham,0,0,66,0
spam,0,0,77,0
spam,1,1,158,1
spam,0,2,84,1
spam,0,1,141,0
spam,0,0,165,1
ham,0,0,156,0
ham,0,0,107,0
ham,0,0,85,0
ham,0,0,77,0
ham,0,0,18,0
ham,0,0,80,0
ham,0,0,40,0
ham,1,1,132,0
ham,0,0,57,0
ham,0,0,66,0
ham,0,0,69,0
spam,0,1,137,1
ham,0,0,332,0
ham,0,0,43,0
ham,0,0,89,0
ham,0,0,85,0
ham,0,0,27,0
ham,0,0,114,0
ham,0,1,159,0
ham,0,0,39,0
ham,0,0,38,0
ham,0,0,115,0
ham,0,0,75,0
ham,0,0,64,0
ham,0,0,30,0
ham,0,0,33,0
ham,0,0,49,0
ham,0,0,35,0
ham,0,0,46,0
spam,0,0,164,1
ham,0,0,157,0
ham,0,0,58,0
ham,0,0,30,0
ham,0,0,38,0
ham,0,0,42,0
ham,0,0,73,0
ham,0,0,118,0
ham,0,0,71,0
ham,0,0,32,0
ham,0,0,30,0
ham,0,0,37,0
ham,0,0,69,0
ham,0,0,24,0
ham,0,0,142,0
ham,0,1,153,0
ham,0,0,52,0
ham,0,0,22,0
ham,0,0,43,0
spam,0,1,148,1
ham,0,0,116,0
ham,0,0,47,0
ham,0,0,54,0
ham,0,0,159,0
ham,0,0,36,0
ham,0,0,160,0
spam,1,0,166,0
ham,0,0,35,0
ham,0,0,49,0
ham,0,0,145,0
spam,0,1,129,1
ham,0,0,39,0
ham,0,0,120,0
ham,0,0,97,0
ham,0,0,55,0
ham,0,0,183,0
ham,0,0,42,0
ham,0,0,90,0
ham,0,0,50,0
ham,0,0,73,0
ham,0,0,124,0
ham,0,0,17,0
spam,0,2,138,1
ham,0,1,145,0
spam,0,1,136,1
ham,0,0,26,0
ham,0,0,67,0
spam,1,1,149,0
spam,1,1,147,0
ham,0,0,28,0
ham,0,0,48,0
ham,0,0,39,0
ham,0,0,104,0
ham,0,0,41,0
ham,0,0,145,0
ham,0,0,54,0
ham,0,0,166,0
spam,0,2,159,1
ham,0,1,149,0
ham,0,0,30,0
ham,0,0,44,0
ham,0,0,28,0
ham,0,0,154,0
ham,0,0,88,0
ham,0,0,33,0
spam,0,1,75,0
ham,0,0,63,0
ham,0,1,77,0
ham,0,0,64,0
ham,0,0,25,0
ham,0,0,411,0
ham,0,0,59,0
ham,0,0,34,0
ham,0,0,48,0
ham,0,0,141,0
ham,0,0,25,0
ham,0,0,41,0
ham,0,0,56,0
spam,0,2,135,0
ham,0,1,96,0
ham,0,0,286,0
spam,0,2,86,0
ham,0,0,39,0
ham,0,0,63,0
ham,0,0,39,0
ham,0,0,157,0
ham,0,0,106,0
ham,0,1,68,0
ham,0,0,152,0
ham,0,0,203,0
ham,0,0,29,0
ham,0,0,127,0
ham,0,1,34,0
ham,0,0,68,0
ham,0,0,42,0
ham,0,0,86,0
ham,0,0,45,0
ham,0,1,38,0
ham,0,0,26,0
ham,0,0,44,0
ham,0,0,75,0
ham,0,0,69,0
ham,0,0,46,0
ham,0,0,49,0
ham,0,0,119,0
ham,0,0,59,0
ham,0,0,58,0
spam,0,0,140,1
ham,0,0,169,0
ham,0,0,32,0
ham,0,0,99,0
ham,0,0,39,0
ham,0,0,52,0
ham,0,0,64,0
ham,0,0,42,0
ham,0,0,144,0
ham,0,0,33,0
ham,0,0,33,0
ham,0,0,34,0
ham,0,0,76,0
ham,0,0,28,0
spam,0,3,164,1
ham,0,0,32,0
ham,0,0,384,0
ham,0,0,72,0
ham,0,0,29,0
ham,0,0,39,0
ham,0,1,330,0
